Angstroms, e1, e2, n, k, Absorption 
8120, 5.485044e+00, 9.313835e+00, 2.854294e+00, 1.631548e+00, 2.420590e-02 
8130, 5.485807e+00, 9.322252e+00, 2.855030e+00, 1.632602e+00, 2.419807e-02 
8140, 5.486573e+00, 9.330676e+00, 2.855767e+00, 1.633655e+00, 2.419028e-02 
8150, 5.487344e+00, 9.339106e+00, 2.856504e+00, 1.634709e+00, 2.418252e-02 
8160, 5.488118e+00, 9.347542e+00, 2.857243e+00, 1.635763e+00, 2.417480e-02 
8170, 5.488896e+00, 9.355984e+00, 2.857982e+00, 1.636816e+00, 2.416711e-02 
8180, 5.489677e+00, 9.364431e+00, 2.858723e+00, 1.637870e+00, 2.415946e-02 
8190, 5.490462e+00, 9.372885e+00, 2.859464e+00, 1.638924e+00, 2.415183e-02 
8200, 5.491251e+00, 9.381344e+00, 2.860206e+00, 1.639977e+00, 2.414424e-02 
8210, 5.492044e+00, 9.389809e+00, 2.860948e+00, 1.641031e+00, 2.413669e-02 
8220, 5.492840e+00, 9.398279e+00, 2.861692e+00, 1.642084e+00, 2.412916e-02 
8230, 5.493640e+00, 9.406756e+00, 2.862436e+00, 1.643138e+00, 2.412167e-02 
8240, 5.494444e+00, 9.415238e+00, 2.863182e+00, 1.644192e+00, 2.411422e-02 
8250, 5.495251e+00, 9.423726e+00, 2.863928e+00, 1.645245e+00, 2.410679e-02 
8260, 5.496061e+00, 9.432219e+00, 2.864675e+00, 1.646299e+00, 2.409940e-02 
8270, 5.496876e+00, 9.440718e+00, 2.865422e+00, 1.647352e+00, 2.409203e-02 
8280, 5.497694e+00, 9.449222e+00, 2.866171e+00, 1.648405e+00, 2.408470e-02 
8290, 5.498516e+00, 9.457732e+00, 2.866920e+00, 1.649459e+00, 2.407741e-02 
8300, 5.499341e+00, 9.466248e+00, 2.867670e+00, 1.650512e+00, 2.407014e-02 
8310, 5.500170e+00, 9.474768e+00, 2.868421e+00, 1.651565e+00, 2.406290e-02 
8320, 5.501002e+00, 9.483295e+00, 2.869172e+00, 1.652618e+00, 2.405570e-02 
8330, 5.501839e+00, 9.491827e+00, 2.869925e+00, 1.653672e+00, 2.404852e-02 
8340, 5.502678e+00, 9.500364e+00, 2.870678e+00, 1.654725e+00, 2.404138e-02 
8350, 5.503522e+00, 9.508906e+00, 2.871432e+00, 1.655778e+00, 2.403427e-02 
8360, 5.504368e+00, 9.517454e+00, 2.872187e+00, 1.656831e+00, 2.402718e-02 
8370, 5.505219e+00, 9.526007e+00, 2.872942e+00, 1.657883e+00, 2.402013e-02 
8380, 5.506073e+00, 9.534565e+00, 2.873698e+00, 1.658936e+00, 2.401311e-02 
8390, 5.506930e+00, 9.543128e+00, 2.874455e+00, 1.659989e+00, 2.400611e-02 
8400, 5.507792e+00, 9.551697e+00, 2.875213e+00, 1.661042e+00, 2.399915e-02 
8410, 5.508656e+00, 9.560270e+00, 2.875972e+00, 1.662094e+00, 2.399221e-02 
8420, 5.509524e+00, 9.568849e+00, 2.876731e+00, 1.663146e+00, 2.398531e-02 
8430, 5.510396e+00, 9.577433e+00, 2.877491e+00, 1.664199e+00, 2.397843e-02 
8440, 5.511271e+00, 9.586022e+00, 2.878252e+00, 1.665251e+00, 2.397158e-02 
8450, 5.512150e+00, 9.594616e+00, 2.879013e+00, 1.666303e+00, 2.396476e-02 
8460, 5.513032e+00, 9.603215e+00, 2.879775e+00, 1.667355e+00, 2.395797e-02 
8470, 5.513918e+00, 9.611819e+00, 2.880538e+00, 1.668407e+00, 2.395121e-02 
8480, 5.514807e+00, 9.620428e+00, 2.881302e+00, 1.669459e+00, 2.394447e-02 
8490, 5.515700e+00, 9.629042e+00, 2.882066e+00, 1.670510e+00, 2.393776e-02 
8500, 5.516597e+00, 9.637661e+00, 2.882831e+00, 1.671562e+00, 2.393108e-02 
8510, 5.517496e+00, 9.646285e+00, 2.883597e+00, 1.672613e+00, 2.392443e-02 
8520, 5.518400e+00, 9.654913e+00, 2.884363e+00, 1.673664e+00, 2.391781e-02 
8530, 5.519306e+00, 9.663546e+00, 2.885131e+00, 1.674716e+00, 2.391121e-02 
8540, 5.520217e+00, 9.672184e+00, 2.885898e+00, 1.675767e+00, 2.390464e-02 
8550, 5.521130e+00, 9.680827e+00, 2.886667e+00, 1.676817e+00, 2.389810e-02 
8560, 5.522047e+00, 9.689475e+00, 2.887436e+00, 1.677868e+00, 2.389158e-02 
8570, 5.522968e+00, 9.698127e+00, 2.888206e+00, 1.678919e+00, 2.388509e-02 
8580, 5.523892e+00, 9.706784e+00, 2.888977e+00, 1.679969e+00, 2.387863e-02 
8590, 5.524819e+00, 9.715446e+00, 2.889748e+00, 1.681019e+00, 2.387219e-02 
8600, 5.525750e+00, 9.724112e+00, 2.890520e+00, 1.682069e+00, 2.386578e-02 
8610, 5.526684e+00, 9.732783e+00, 2.891293e+00, 1.683119e+00, 2.385939e-02 
8620, 5.527622e+00, 9.741458e+00, 2.892066e+00, 1.684169e+00, 2.385304e-02 
8630, 5.528563e+00, 9.750138e+00, 2.892840e+00, 1.685219e+00, 2.384670e-02 
8640, 5.529507e+00, 9.758823e+00, 2.893615e+00, 1.686268e+00, 2.384039e-02 
8650, 5.530455e+00, 9.767512e+00, 2.894390e+00, 1.687318e+00, 2.383411e-02 
8660, 5.531407e+00, 9.776205e+00, 2.895166e+00, 1.688367e+00, 2.382785e-02 
8670, 5.532361e+00, 9.784903e+00, 2.895943e+00, 1.689416e+00, 2.382162e-02 
8680, 5.533319e+00, 9.793606e+00, 2.896720e+00, 1.690464e+00, 2.381542e-02 
8690, 5.534281e+00, 9.802312e+00, 2.897498e+00, 1.691513e+00, 2.380923e-02 
8700, 5.535246e+00, 9.811024e+00, 2.898277e+00, 1.692561e+00, 2.380308e-02 
8710, 5.536214e+00, 9.819739e+00, 2.899056e+00, 1.693610e+00, 2.379694e-02 
8720, 5.537185e+00, 9.828459e+00, 2.899836e+00, 1.694658e+00, 2.379083e-02 
8730, 5.538160e+00, 9.837183e+00, 2.900617e+00, 1.695705e+00, 2.378475e-02 
8740, 5.539138e+00, 9.845912e+00, 2.901398e+00, 1.696753e+00, 2.377869e-02 
8750, 5.540120e+00, 9.854644e+00, 2.902180e+00, 1.697801e+00, 2.377265e-02 
8760, 5.541105e+00, 9.863381e+00, 2.902962e+00, 1.698848e+00, 2.376664e-02 
8770, 5.542093e+00, 9.872122e+00, 2.903745e+00, 1.699895e+00, 2.376065e-02 
8780, 5.543084e+00, 9.880868e+00, 2.904529e+00, 1.700942e+00, 2.375469e-02 
8790, 5.544079e+00, 9.889617e+00, 2.905313e+00, 1.701988e+00, 2.374874e-02 
8800, 5.545077e+00, 9.898371e+00, 2.906098e+00, 1.703035e+00, 2.374283e-02 
8810, 5.546079e+00, 9.907129e+00, 2.906883e+00, 1.704081e+00, 2.373693e-02 
8820, 5.547084e+00, 9.915891e+00, 2.907669e+00, 1.705127e+00, 2.373106e-02 
8830, 5.548092e+00, 9.924657e+00, 2.908456e+00, 1.706173e+00, 2.372521e-02 
8840, 5.549103e+00, 9.933427e+00, 2.909243e+00, 1.707218e+00, 2.371938e-02 
8850, 5.550118e+00, 9.942201e+00, 2.910031e+00, 1.708264e+00, 2.371358e-02 
8860, 5.551136e+00, 9.950979e+00, 2.910820e+00, 1.709309e+00, 2.370780e-02 
8870, 5.552157e+00, 9.959761e+00, 2.911609e+00, 1.710354e+00, 2.370204e-02 
8880, 5.553181e+00, 9.968547e+00, 2.912398e+00, 1.711398e+00, 2.369630e-02 
8890, 5.554209e+00, 9.977337e+00, 2.913189e+00, 1.712443e+00, 2.369059e-02 
8900, 5.555240e+00, 9.986131e+00, 2.913980e+00, 1.713487e+00, 2.368489e-02 
8910, 5.556274e+00, 9.994929e+00, 2.914771e+00, 1.714531e+00, 2.367922e-02 
8920, 5.557311e+00, 1.000373e+01, 2.915563e+00, 1.715574e+00, 2.367357e-02 
8930, 5.558352e+00, 1.001254e+01, 2.916355e+00, 1.716618e+00, 2.366795e-02 
8940, 5.559396e+00, 1.002135e+01, 2.917149e+00, 1.717661e+00, 2.366234e-02 
8950, 5.560443e+00, 1.003016e+01, 2.917942e+00, 1.718704e+00, 2.365676e-02 
8960, 5.561494e+00, 1.003898e+01, 2.918737e+00, 1.719747e+00, 2.365119e-02 
8970, 5.562547e+00, 1.004780e+01, 2.919531e+00, 1.720789e+00, 2.364565e-02 
8980, 5.563604e+00, 1.005662e+01, 2.920327e+00, 1.721832e+00, 2.364013e-02 
8990, 5.564664e+00, 1.006545e+01, 2.921123e+00, 1.722873e+00, 2.363463e-02 
9000, 5.565727e+00, 1.007428e+01, 2.921919e+00, 1.723915e+00, 2.362915e-02 
9010, 5.566794e+00, 1.008312e+01, 2.922716e+00, 1.724957e+00, 2.362369e-02 
9020, 5.567863e+00, 1.009196e+01, 2.923514e+00, 1.725998e+00, 2.361825e-02 
9030, 5.568936e+00, 1.010080e+01, 2.924312e+00, 1.727039e+00, 2.361284e-02 
9040, 5.570012e+00, 1.010965e+01, 2.925110e+00, 1.728079e+00, 2.360744e-02 
9050, 5.571091e+00, 1.011850e+01, 2.925910e+00, 1.729120e+00, 2.360206e-02 
9060, 5.572174e+00, 1.012735e+01, 2.926709e+00, 1.730160e+00, 2.359671e-02 
9070, 5.573259e+00, 1.013621e+01, 2.927510e+00, 1.731200e+00, 2.359137e-02 
9080, 5.574348e+00, 1.014507e+01, 2.928310e+00, 1.732239e+00, 2.358605e-02 
9090, 5.575439e+00, 1.015393e+01, 2.929112e+00, 1.733279e+00, 2.358076e-02 
9100, 5.576535e+00, 1.016280e+01, 2.929913e+00, 1.734318e+00, 2.357548e-02 
9110, 5.577633e+00, 1.017167e+01, 2.930716e+00, 1.735357e+00, 2.357022e-02 
9120, 5.578734e+00, 1.018055e+01, 2.931519e+00, 1.736395e+00, 2.356498e-02 
9130, 5.579838e+00, 1.018943e+01, 2.932322e+00, 1.737433e+00, 2.355976e-02 
9140, 5.580946e+00, 1.019831e+01, 2.933126e+00, 1.738471e+00, 2.355456e-02 
9150, 5.582056e+00, 1.020720e+01, 2.933930e+00, 1.739509e+00, 2.354938e-02 
9160, 5.583170e+00, 1.021608e+01, 2.934735e+00, 1.740546e+00, 2.354422e-02 
9170, 5.584287e+00, 1.022498e+01, 2.935541e+00, 1.741583e+00, 2.353908e-02 
9180, 5.585407e+00, 1.023387e+01, 2.936347e+00, 1.742620e+00, 2.353396e-02 
9190, 5.586530e+00, 1.024277e+01, 2.937153e+00, 1.743656e+00, 2.352885e-02 
9200, 5.587656e+00, 1.025167e+01, 2.937960e+00, 1.744693e+00, 2.352376e-02 
9210, 5.588785e+00, 1.026058e+01, 2.938767e+00, 1.745728e+00, 2.351870e-02 
9220, 5.589918e+00, 1.026949e+01, 2.939575e+00, 1.746764e+00, 2.351365e-02 
9230, 5.591053e+00, 1.027840e+01, 2.940384e+00, 1.747799e+00, 2.350862e-02 
9240, 5.592192e+00, 1.028732e+01, 2.941192e+00, 1.748834e+00, 2.350360e-02 
9250, 5.593333e+00, 1.029623e+01, 2.942002e+00, 1.749869e+00, 2.349861e-02 
9260, 5.594478e+00, 1.030516e+01, 2.942812e+00, 1.750903e+00, 2.349363e-02 
9270, 5.595625e+00, 1.031408e+01, 2.943622e+00, 1.751937e+00, 2.348867e-02 
9280, 5.596776e+00, 1.032301e+01, 2.944433e+00, 1.752971e+00, 2.348373e-02 
9290, 5.597930e+00, 1.033194e+01, 2.945244e+00, 1.754005e+00, 2.347881e-02 
9300, 5.599087e+00, 1.034088e+01, 2.946056e+00, 1.755038e+00, 2.347391e-02 
9310, 5.600247e+00, 1.034982e+01, 2.946868e+00, 1.756071e+00, 2.346902e-02 
9320, 5.601410e+00, 1.035876e+01, 2.947681e+00, 1.757103e+00, 2.346415e-02 
9330, 5.602576e+00, 1.036770e+01, 2.948494e+00, 1.758135e+00, 2.345930e-02 
9340, 5.603745e+00, 1.037665e+01, 2.949307e+00, 1.759167e+00, 2.345446e-02 
9350, 5.604917e+00, 1.038560e+01, 2.950121e+00, 1.760199e+00, 2.344964e-02 
9360, 5.606092e+00, 1.039455e+01, 2.950936e+00, 1.761230e+00, 2.344484e-02 
9370, 5.607270e+00, 1.040351e+01, 2.951751e+00, 1.762261e+00, 2.344006e-02 
9380, 5.608451e+00, 1.041247e+01, 2.952566e+00, 1.763291e+00, 2.343529e-02 
9390, 5.609635e+00, 1.042143e+01, 2.953382e+00, 1.764322e+00, 2.343054e-02 
9400, 5.610822e+00, 1.043040e+01, 2.954198e+00, 1.765351e+00, 2.342581e-02 
9410, 5.612012e+00, 1.043937e+01, 2.955015e+00, 1.766381e+00, 2.342109e-02 
9420, 5.613206e+00, 1.044834e+01, 2.955832e+00, 1.767410e+00, 2.341639e-02 
9430, 5.614402e+00, 1.045731e+01, 2.956650e+00, 1.768439e+00, 2.341171e-02 
9440, 5.615601e+00, 1.046629e+01, 2.957468e+00, 1.769468e+00, 2.340704e-02 
9450, 5.616803e+00, 1.047527e+01, 2.958287e+00, 1.770496e+00, 2.340239e-02 
9460, 5.618008e+00, 1.048425e+01, 2.959106e+00, 1.771524e+00, 2.339775e-02 
9470, 5.619216e+00, 1.049324e+01, 2.959925e+00, 1.772552e+00, 2.339314e-02 
9480, 5.620427e+00, 1.050223e+01, 2.960745e+00, 1.773579e+00, 2.338853e-02 
9490, 5.621641e+00, 1.051122e+01, 2.961565e+00, 1.774606e+00, 2.338395e-02 
9500, 5.622858e+00, 1.052022e+01, 2.962386e+00, 1.775632e+00, 2.337938e-02 
9510, 5.624077e+00, 1.052921e+01, 2.963207e+00, 1.776659e+00, 2.337482e-02 
9520, 5.625300e+00, 1.053821e+01, 2.964028e+00, 1.777685e+00, 2.337028e-02 
9530, 5.626526e+00, 1.054722e+01, 2.964850e+00, 1.778710e+00, 2.336576e-02 
9540, 5.627755e+00, 1.055622e+01, 2.965672e+00, 1.779735e+00, 2.336125e-02 
9550, 5.628986e+00, 1.056523e+01, 2.966495e+00, 1.780760e+00, 2.335676e-02 
9560, 5.630221e+00, 1.057424e+01, 2.967318e+00, 1.781785e+00, 2.335228e-02 
9570, 5.631458e+00, 1.058326e+01, 2.968142e+00, 1.782809e+00, 2.334782e-02 
9580, 5.632699e+00, 1.059228e+01, 2.968966e+00, 1.783833e+00, 2.334337e-02 
9590, 5.633942e+00, 1.060130e+01, 2.969790e+00, 1.784856e+00, 2.333894e-02 
9600, 5.635188e+00, 1.061032e+01, 2.970615e+00, 1.785879e+00, 2.333453e-02 
9610, 5.636437e+00, 1.061934e+01, 2.971440e+00, 1.786902e+00, 2.333013e-02 
9620, 5.637689e+00, 1.062837e+01, 2.972266e+00, 1.787924e+00, 2.332574e-02 
9630, 5.638944e+00, 1.063740e+01, 2.973092e+00, 1.788946e+00, 2.332137e-02 
9640, 5.640202e+00, 1.064644e+01, 2.973918e+00, 1.789968e+00, 2.331701e-02 
9650, 5.641463e+00, 1.065547e+01, 2.974745e+00, 1.790989e+00, 2.331267e-02 
9660, 5.642726e+00, 1.066451e+01, 2.975572e+00, 1.792010e+00, 2.330834e-02 
9670, 5.643993e+00, 1.067355e+01, 2.976399e+00, 1.793031e+00, 2.330403e-02 
9680, 5.645262e+00, 1.068260e+01, 2.977227e+00, 1.794051e+00, 2.329973e-02 
9690, 5.646534e+00, 1.069164e+01, 2.978055e+00, 1.795071e+00, 2.329545e-02 
9700, 5.647809e+00, 1.070069e+01, 2.978884e+00, 1.796091e+00, 2.329118e-02 
9710, 5.649087e+00, 1.070974e+01, 2.979713e+00, 1.797110e+00, 2.328693e-02 
9720, 5.650368e+00, 1.071880e+01, 2.980543e+00, 1.798128e+00, 2.328268e-02 
9730, 5.651652e+00, 1.072785e+01, 2.981372e+00, 1.799147e+00, 2.327846e-02 
9740, 5.652938e+00, 1.073691e+01, 2.982202e+00, 1.800165e+00, 2.327424e-02 
9750, 5.654228e+00, 1.074597e+01, 2.983033e+00, 1.801183e+00, 2.327005e-02 
9760, 5.655520e+00, 1.075504e+01, 2.983864e+00, 1.802200e+00, 2.326586e-02 
9770, 5.656815e+00, 1.076411e+01, 2.984695e+00, 1.803217e+00, 2.326169e-02 
9780, 5.658113e+00, 1.077317e+01, 2.985527e+00, 1.804233e+00, 2.325753e-02 
9790, 5.659414e+00, 1.078224e+01, 2.986359e+00, 1.805249e+00, 2.325339e-02 
9800, 5.660717e+00, 1.079132e+01, 2.987191e+00, 1.806265e+00, 2.324926e-02 
9810, 5.662024e+00, 1.080040e+01, 2.988024e+00, 1.807281e+00, 2.324514e-02 
9820, 5.663333e+00, 1.080947e+01, 2.988857e+00, 1.808296e+00, 2.324104e-02 
9830, 5.664645e+00, 1.081856e+01, 2.989690e+00, 1.809310e+00, 2.323695e-02 
9840, 5.665960e+00, 1.082764e+01, 2.990524e+00, 1.810325e+00, 2.323288e-02 
9850, 5.667277e+00, 1.083672e+01, 2.991358e+00, 1.811339e+00, 2.322881e-02 
9860, 5.668598e+00, 1.084581e+01, 2.992193e+00, 1.812352e+00, 2.322476e-02 
9870, 5.669921e+00, 1.085490e+01, 2.993028e+00, 1.813365e+00, 2.322073e-02 
9880, 5.671247e+00, 1.086400e+01, 2.993863e+00, 1.814378e+00, 2.321670e-02 
9890, 5.672576e+00, 1.087309e+01, 2.994698e+00, 1.815390e+00, 2.321270e-02 
9900, 5.673908e+00, 1.088219e+01, 2.995534e+00, 1.816402e+00, 2.320870e-02 
9910, 5.675242e+00, 1.089129e+01, 2.996370e+00, 1.817414e+00, 2.320471e-02 
9920, 5.676579e+00, 1.090039e+01, 2.997207e+00, 1.818425e+00, 2.320074e-02 
9930, 5.677919e+00, 1.090950e+01, 2.998044e+00, 1.819436e+00, 2.319678e-02 
9940, 5.679262e+00, 1.091860e+01, 2.998881e+00, 1.820446e+00, 2.319284e-02 
9950, 5.680607e+00, 1.092771e+01, 2.999718e+00, 1.821456e+00, 2.318890e-02 
9960, 5.681956e+00, 1.093682e+01, 3.000556e+00, 1.822466e+00, 2.318498e-02 
9970, 5.683307e+00, 1.094594e+01, 3.001395e+00, 1.823475e+00, 2.318108e-02 
9980, 5.684661e+00, 1.095505e+01, 3.002233e+00, 1.824484e+00, 2.317718e-02 
9990, 5.686017e+00, 1.096417e+01, 3.003072e+00, 1.825493e+00, 2.317330e-02 
10000, 5.687376e+00, 1.097329e+01, 3.003911e+00, 1.826501e+00, 2.316943e-02 
